"Time-UTC","A01-Hourly-Wind_Direction_degrees","A01-Hourly-Wind_Speed_m/s"
"2020-03-10 18:10:00 UTC","108.7","3.3"
"2020-03-10 18:20:00 UTC","119.4","3.4"
"2020-03-10 18:30:00 UTC","126.1","4.2"
"2020-03-10 18:40:00 UTC","140.5","4.2"
"2020-03-10 18:50:00 UTC","143.6","4.2"
"2020-03-10 19:00:00 UTC","150.9","4.4"
"2020-03-10 19:10:00 UTC","159.8","4.2"
"2020-03-10 19:20:00 UTC","171.6","4.7"
"2020-03-10 19:30:00 UTC","185.2","5.1"
"2020-03-10 19:40:00 UTC","206.5","4.9"
"2020-03-10 19:50:00 UTC","206.1","5.5"
"2020-03-10 20:00:00 UTC","198.3","5.9"
"2020-03-10 20:10:00 UTC","229.7","6.7"
"2020-03-10 20:20:00 UTC","251.4","7.7"
"2020-03-10 20:30:00 UTC","251.0","7.2"
"2020-03-10 20:40:00 UTC","252.3","8.0"
"2020-03-10 20:50:00 UTC","248.7","7.7"
"2020-03-10 21:00:00 UTC","249.3","7.5"
"2020-03-10 21:10:00 UTC","254.7","7.3"
"2020-03-10 21:20:00 UTC","256.0","7.0"
"2020-03-10 21:30:00 UTC","251.9","6.7"
"2020-03-10 21:40:00 UTC","249.5","7.4"
"2020-03-10 21:50:00 UTC","244.4","7.7"
"2020-03-10 22:00:00 UTC","238.5","7.1"
"2020-03-10 22:10:00 UTC","230.3","6.4"
"2020-03-10 22:20:00 UTC","226.4","6.9"
"2020-03-10 22:30:00 UTC","226.3","7.3"
"2020-03-10 22:40:00 UTC","224.6","6.3"
"2020-03-10 22:50:00 UTC","226.4","6.9"
"2020-03-10 23:00:00 UTC","228.3","6.8"
"2020-03-10 23:10:00 UTC","228.6","7.5"
"2020-03-10 23:20:00 UTC","225.2","7.1"
"2020-03-10 23:30:00 UTC","223.1","7.0"
"2020-03-10 23:40:00 UTC","222.8","6.6"
"2020-03-10 23:50:00 UTC","219.8","7.1"
"2020-03-11 00:00:00 UTC","220.3","7.4"
"2020-03-11 00:10:00 UTC","219.1","7.1"
"2020-03-11 00:20:00 UTC","220.2","6.9"
"2020-03-11 00:30:00 UTC","218.3","6.6"
"2020-03-11 00:40:00 UTC","216.5","6.1"
"2020-03-11 00:50:00 UTC","213.9","6.0"
"2020-03-11 01:00:00 UTC","215.9","5.7"
"2020-03-11 01:10:00 UTC","216.6","5.8"
"2020-03-11 01:20:00 UTC","222.1","6.1"
"2020-03-11 01:30:00 UTC","223.8","6.5"
"2020-03-11 01:40:00 UTC","225.1","6.4"
"2020-03-11 01:50:00 UTC","224.9","6.0"
"2020-03-11 02:00:00 UTC","226.0","6.1"
"2020-03-11 02:10:00 UTC","223.8","5.6"
"2020-03-11 02:20:00 UTC","222.6","5.2"
"2020-03-11 02:30:00 UTC","223.1","5.2"
"2020-03-11 02:40:00 UTC","218.1","5.1"
"2020-03-11 02:50:00 UTC","215.5","4.8"
"2020-03-11 03:00:00 UTC","218.0","4.2"
"2020-03-11 03:10:00 UTC","221.9","4.6"
"2020-03-11 03:20:00 UTC","220.3","4.5"
"2020-03-11 03:30:00 UTC","223.3","4.4"
"2020-03-11 03:40:00 UTC","223.2","4.4"
"2020-03-11 03:50:00 UTC","222.9","4.3"
"2020-03-11 04:00:00 UTC","227.6","4.1"
"2020-03-11 04:10:00 UTC","223.8","4.7"
"2020-03-11 04:20:00 UTC","228.5","4.9"
"2020-03-11 04:30:00 UTC","234.9","5.5"
"2020-03-11 04:40:00 UTC","239.8","5.1"
"2020-03-11 04:50:00 UTC","253.4","4.7"
"2020-03-11 05:00:00 UTC","253.1","4.2"
"2020-03-11 05:10:00 UTC","264.3","4.7"
"2020-03-11 05:20:00 UTC","263.7","4.7"
"2020-03-11 05:30:00 UTC","260.8","4.9"
"2020-03-11 05:40:00 UTC","273.5","4.8"
"2020-03-11 05:50:00 UTC","280.0","5.0"
"2020-03-11 06:00:00 UTC","292.2","4.4"
"2020-03-11 06:10:00 UTC","301.0","5.5"
"2020-03-11 06:20:00 UTC","306.5","5.7"
"2020-03-11 06:30:00 UTC","311.1","5.8"
"2020-03-11 06:40:00 UTC","321.1","5.6"
"2020-03-11 06:50:00 UTC","322.0","5.1"
"2020-03-11 07:00:00 UTC","357.7","6.1"
"2020-03-11 07:10:00 UTC","354.0","5.6"
"2020-03-11 07:20:00 UTC","348.4","5.9"
"2020-03-11 07:30:00 UTC","352.8","6.2"
"2020-03-11 07:40:00 UTC","349.2","6.7"
"2020-03-11 07:50:00 UTC","357.9","6.4"
"2020-03-11 08:00:00 UTC","351.7","6.2"
"2020-03-11 08:10:00 UTC","351.8","7.1"
"2020-03-11 08:20:00 UTC","353.4","7.0"
"2020-03-11 08:30:00 UTC","353.6","6.9"
"2020-03-11 08:40:00 UTC","349.3","8.6"
"2020-03-11 08:50:00 UTC","340.8","9.3"
"2020-03-11 09:00:00 UTC","338.3","9.2"
"2020-03-11 09:10:00 UTC","340.9","8.8"
"2020-03-11 09:20:00 UTC","346.2","7.5"
"2020-03-11 09:30:00 UTC","337.6","9.6"
"2020-03-11 09:40:00 UTC","336.4","8.5"
"2020-03-11 09:50:00 UTC","336.0","7.6"
"2020-03-11 10:00:00 UTC","341.5","8.5"
"2020-03-11 10:10:00 UTC","343.1","9.1"
"2020-03-11 10:20:00 UTC","341.2","9.8"
"2020-03-11 10:30:00 UTC","341.0","9.5"
"2020-03-11 10:40:00 UTC","337.8","8.8"
"2020-03-11 10:50:00 UTC","340.3","8.3"
"2020-03-11 11:00:00 UTC","340.6","7.9"
"2020-03-11 11:10:00 UTC","343.0","7.1"
"2020-03-11 11:20:00 UTC","337.7","7.1"
"2020-03-11 11:30:00 UTC","333.5","7.1"
"2020-03-11 11:40:00 UTC","330.2","7.0"
"2020-03-11 11:50:00 UTC","336.4","7.1"
"2020-03-11 12:00:00 UTC","342.5","6.4"
"2020-03-11 12:10:00 UTC","342.6","6.6"
"2020-03-11 12:20:00 UTC","341.2","5.3"
"2020-03-11 12:30:00 UTC","345.8","5.5"
"2020-03-11 12:40:00 UTC","342.6","5.3"
"2020-03-11 12:50:00 UTC","341.6","5.0"
"2020-03-11 13:00:00 UTC","347.8","4.9"
"2020-03-11 13:10:00 UTC","348.6","5.2"
"2020-03-11 13:20:00 UTC","349.5","5.7"
"2020-03-11 13:30:00 UTC","351.0","6.3"
"2020-03-11 13:40:00 UTC","357.1","6.3"
"2020-03-11 13:50:00 UTC","0.7","5.8"
"2020-03-11 14:00:00 UTC","2.7","6.0"
"2020-03-11 14:10:00 UTC","358.5","6.3"
"2020-03-11 14:20:00 UTC","352.0","5.7"
"2020-03-11 14:30:00 UTC","355.4","7.2"
"2020-03-11 14:40:00 UTC","354.9","7.6"
"2020-03-11 14:50:00 UTC","5.9","7.2"
"2020-03-11 15:00:00 UTC","9.1","7.2"
"2020-03-11 15:10:00 UTC","9.0","7.2"
"2020-03-11 15:20:00 UTC","6.1","7.2"
"2020-03-11 15:30:00 UTC","10.3","6.3"
"2020-03-11 15:40:00 UTC","31.6","6.3"
"2020-03-11 15:50:00 UTC","29.8","6.3"
"2020-03-11 16:00:00 UTC","43.1","5.9"
"2020-03-11 16:10:00 UTC","41.8","5.5"
"2020-03-11 16:20:00 UTC","48.3","5.4"
"2020-03-11 16:30:00 UTC","53.9","5.1"
"2020-03-11 16:40:00 UTC","53.6","5.3"
"2020-03-11 16:50:00 UTC","61.6","5.6"
"2020-03-11 17:00:00 UTC","67.7","5.3"
"2020-03-11 17:10:00 UTC","75.5","5.2"
"2020-03-11 17:20:00 UTC","77.5","5.3"
"2020-03-11 17:30:00 UTC","78.2","5.2"
"2020-03-11 17:40:00 UTC","87.1","5.4"
"2020-03-11 17:50:00 UTC","89.8","4.8"
"2020-03-11 18:00:00 UTC","94.4","5.1"
"2020-03-11 18:10:00 UTC","105.7","5.2"
"2020-03-11 18:20:00 UTC","109.8","5.0"
"2020-03-11 18:30:00 UTC","114.0","5.2"
"2020-03-11 18:40:00 UTC","114.7","5.7"
"2020-03-11 18:50:00 UTC","123.2","5.7"
"2020-03-11 19:00:00 UTC","124.5","6.0"
"2020-03-11 19:10:00 UTC","128.4","5.2"
"2020-03-11 19:20:00 UTC","132.5","5.2"
"2020-03-11 19:30:00 UTC","140.2","5.2"
"2020-03-11 19:40:00 UTC","146.7","5.1"
"2020-03-11 19:50:00 UTC","144.5","5.1"
"2020-03-11 20:00:00 UTC","142.9","5.4"
"2020-03-11 20:10:00 UTC","137.2","5.4"
"2020-03-11 20:20:00 UTC","139.3","5.9"
"2020-03-11 20:30:00 UTC","134.2","6.0"
"2020-03-11 20:40:00 UTC","122.7","6.1"
"2020-03-11 20:50:00 UTC","128.1","6.1"
"2020-03-11 21:00:00 UTC","129.4","6.7"
"2020-03-11 21:10:00 UTC","128.5","6.1"
"2020-03-11 21:20:00 UTC","141.3","5.7"
"2020-03-11 21:30:00 UTC","149.3","5.5"
"2020-03-11 21:40:00 UTC","154.6","5.5"
"2020-03-11 21:50:00 UTC","161.5","6.2"
"2020-03-11 22:00:00 UTC","171.4","5.7"
"2020-03-11 22:10:00 UTC","177.3","6.0"
"2020-03-11 22:20:00 UTC","183.0","5.9"
"2020-03-11 22:30:00 UTC","181.1","6.0"
"2020-03-11 22:40:00 UTC","182.0","5.8"
"2020-03-11 22:50:00 UTC","180.8","6.0"
"2020-03-11 23:00:00 UTC","184.4","6.1"
"2020-03-11 23:10:00 UTC","185.3","5.8"
"2020-03-11 23:20:00 UTC","177.6","5.1"
"2020-03-11 23:30:00 UTC","173.6","4.7"
"2020-03-11 23:40:00 UTC","173.2","4.6"
"2020-03-11 23:50:00 UTC","171.5","3.9"
"2020-03-12 00:00:00 UTC","164.7","3.7"
"2020-03-12 00:10:00 UTC","162.3","2.6"
"2020-03-12 00:20:00 UTC","167.4","1.7"
"2020-03-12 00:30:00 UTC","171.3","1.5"
"2020-03-12 00:40:00 UTC","209.2","1.2"
"2020-03-12 00:50:00 UTC","223.9","1.5"
"2020-03-12 01:00:00 UTC","226.2","1.7"
"2020-03-12 01:10:00 UTC","230.4","2.2"
"2020-03-12 01:20:00 UTC","225.1","2.5"
"2020-03-12 01:30:00 UTC","229.0","2.5"
"2020-03-12 01:40:00 UTC","234.0","1.7"
"2020-03-12 01:50:00 UTC","248.7","2.0"
"2020-03-12 02:00:00 UTC","242.9","2.2"
"2020-03-12 02:10:00 UTC","260.7","2.2"
"2020-03-12 02:20:00 UTC","258.5","2.2"
"2020-03-12 02:30:00 UTC","252.9","2.7"
"2020-03-12 02:40:00 UTC","250.7","2.2"
"2020-03-12 02:50:00 UTC","242.2","1.7"
"2020-03-12 03:00:00 UTC","233.0","1.3"
"2020-03-12 03:10:00 UTC","223.4","0.9"
"2020-03-12 03:20:00 UTC","261.8","1.3"
"2020-03-12 03:30:00 UTC","277.8","1.7"
"2020-03-12 03:40:00 UTC","288.6","1.7"
"2020-03-12 03:50:00 UTC","289.3","1.6"
"2020-03-12 04:00:00 UTC","330.4","1.6"
"2020-03-12 04:10:00 UTC","340.8","2.0"
"2020-03-12 04:20:00 UTC","5.9","2.1"
"2020-03-12 04:30:00 UTC","26.3","2.8"
"2020-03-12 04:40:00 UTC","26.7","2.8"
"2020-03-12 04:50:00 UTC","32.7","3.3"
"2020-03-12 05:00:00 UTC","26.0","4.5"
"2020-03-12 05:10:00 UTC","12.7","5.0"
"2020-03-12 05:20:00 UTC","14.6","5.3"
"2020-03-12 05:30:00 UTC","9.3","5.0"
"2020-03-12 05:40:00 UTC","5.0","4.5"
"2020-03-12 05:50:00 UTC","5.6","4.0"
"2020-03-12 06:00:00 UTC","5.3","3.7"
"2020-03-12 06:10:00 UTC","7.9","3.5"
"2020-03-12 06:20:00 UTC","12.6","3.4"
"2020-03-12 06:30:00 UTC","11.4","3.5"
"2020-03-12 06:40:00 UTC","18.1","3.4"
"2020-03-12 06:50:00 UTC","11.7","3.4"
"2020-03-12 07:00:00 UTC","16.5","3.1"
"2020-03-12 07:10:00 UTC","21.0","3.6"
"2020-03-12 07:20:00 UTC","22.8","3.5"
"2020-03-12 07:30:00 UTC","16.0","4.1"
"2020-03-12 07:40:00 UTC","7.7","3.7"
"2020-03-12 07:50:00 UTC","344.0","3.9"
"2020-03-12 08:00:00 UTC","346.8","3.7"
"2020-03-12 08:10:00 UTC","340.6","3.6"
"2020-03-12 08:20:00 UTC","345.7","4.0"
"2020-03-12 08:30:00 UTC","353.9","3.9"
"2020-03-12 08:40:00 UTC","350.7","4.1"
"2020-03-12 08:50:00 UTC","351.3","3.5"
"2020-03-12 09:00:00 UTC","356.5","3.5"
"2020-03-12 09:10:00 UTC","350.8","2.4"
"2020-03-12 09:20:00 UTC","354.1","2.0"
"2020-03-12 09:30:00 UTC","28.8","2.1"
"2020-03-12 09:40:00 UTC","38.9","2.2"
"2020-03-12 09:50:00 UTC","45.5","2.4"
"2020-03-12 10:00:00 UTC","40.8","2.7"
"2020-03-12 10:10:00 UTC","64.9","4.5"
"2020-03-12 10:20:00 UTC","66.9","5.6"
"2020-03-12 10:30:00 UTC","69.5","6.4"
"2020-03-12 10:40:00 UTC","74.5","6.5"
"2020-03-12 10:50:00 UTC","78.8","7.1"
"2020-03-12 11:00:00 UTC","79.0","7.2"
"2020-03-12 11:10:00 UTC","86.2","7.4"
"2020-03-12 11:20:00 UTC","92.4","7.0"
"2020-03-12 11:30:00 UTC","89.7","6.2"
"2020-03-12 11:40:00 UTC","92.7","6.6"
"2020-03-12 11:50:00 UTC","93.0","7.0"
"2020-03-12 12:00:00 UTC","96.5","6.9"
"2020-03-12 12:10:00 UTC","96.2","6.9"
"2020-03-12 12:20:00 UTC","97.1","6.6"
"2020-03-12 12:30:00 UTC","93.0","6.6"
"2020-03-12 12:40:00 UTC","91.8","6.5"
"2020-03-12 12:50:00 UTC","90.9","6.6"
"2020-03-12 13:00:00 UTC","85.0","7.0"
"2020-03-12 13:10:00 UTC","86.9","7.3"
"2020-03-12 13:20:00 UTC","88.5","7.2"
"2020-03-12 13:30:00 UTC","89.8","7.3"
"2020-03-12 13:40:00 UTC","95.5","7.3"
"2020-03-12 13:50:00 UTC","100.2","7.3"
"2020-03-12 14:00:00 UTC","103.4","7.1"
"2020-03-12 14:10:00 UTC","99.2","6.5"
"2020-03-12 14:20:00 UTC","96.6","6.2"
"2020-03-12 14:30:00 UTC","99.2","5.9"
"2020-03-12 14:40:00 UTC","105.0","5.9"
"2020-03-12 14:50:00 UTC","107.8","5.8"
"2020-03-12 15:00:00 UTC","105.5","5.6"
"2020-03-12 15:10:00 UTC","104.9","5.2"
"2020-03-12 15:20:00 UTC","105.3","5.3"
"2020-03-12 15:30:00 UTC","105.2","5.1"
"2020-03-12 15:40:00 UTC","107.5","4.9"
"2020-03-12 15:50:00 UTC","113.6","4.7"
"2020-03-12 16:00:00 UTC","118.3","4.6"
"2020-03-12 16:10:00 UTC","121.9","4.9"
"2020-03-12 16:20:00 UTC","121.5","4.9"
"2020-03-12 16:30:00 UTC","123.4","4.7"
"2020-03-12 16:40:00 UTC","120.5","5.2"
"2020-03-12 16:50:00 UTC","124.2","5.0"
"2020-03-12 17:00:00 UTC","128.1","5.2"
"2020-03-12 17:10:00 UTC","125.1","5.6"
"2020-03-12 17:20:00 UTC","127.6","5.6"
"2020-03-12 17:30:00 UTC","135.1","5.0"
"2020-03-12 17:40:00 UTC","136.8","5.0"
"2020-03-12 17:50:00 UTC","138.7","4.6"
"2020-03-12 18:00:00 UTC","134.9","4.4"
"2020-03-12 18:10:00 UTC","136.8","3.8"
"2020-03-12 18:20:00 UTC","148.0","3.5"
"2020-03-12 18:30:00 UTC","155.4","3.9"
"2020-03-12 18:40:00 UTC","147.2","3.8"
"2020-03-12 18:50:00 UTC","143.6","3.6"
"2020-03-12 19:00:00 UTC","135.9","3.5"
"2020-03-12 19:10:00 UTC","127.2","3.6"
"2020-03-12 19:20:00 UTC","134.3","3.5"
"2020-03-12 19:30:00 UTC","139.4","3.5"
"2020-03-12 19:40:00 UTC","133.1","3.3"
"2020-03-12 19:50:00 UTC","138.6","2.9"
"2020-03-12 20:00:00 UTC","135.1","3.0"
"2020-03-12 20:10:00 UTC","128.3","2.9"
"2020-03-12 20:20:00 UTC","124.0","2.9"
"2020-03-12 20:30:00 UTC","120.3","2.7"
"2020-03-12 20:40:00 UTC","119.8","3.0"
"2020-03-12 20:50:00 UTC","126.9","2.7"
"2020-03-12 21:00:00 UTC","132.2","2.9"
"2020-03-12 21:10:00 UTC","130.6","3.3"
"2020-03-12 21:20:00 UTC","129.6","3.4"
"2020-03-12 21:30:00 UTC","126.2","3.3"
"2020-03-12 21:40:00 UTC","126.8","3.3"
"2020-03-12 21:50:00 UTC","124.5","3.3"
"2020-03-12 22:00:00 UTC","121.9","3.7"
"2020-03-12 22:10:00 UTC","126.9","4.0"
"2020-03-12 22:20:00 UTC","134.9","3.7"
"2020-03-12 22:30:00 UTC","140.9","3.8"
"2020-03-12 22:40:00 UTC","143.7","3.8"
"2020-03-12 22:50:00 UTC","143.4","3.6"
"2020-03-12 23:00:00 UTC","145.6","3.5"
"2020-03-12 23:10:00 UTC","140.6","4.4"
"2020-03-12 23:20:00 UTC","140.3","4.6"
"2020-03-12 23:30:00 UTC","141.6","5.3"
"2020-03-12 23:40:00 UTC","145.5","5.9"
"2020-03-12 23:50:00 UTC","144.6","6.1"
"2020-03-13 00:00:00 UTC","148.0","5.9"
"2020-03-13 00:10:00 UTC","149.7","6.3"
"2020-03-13 00:20:00 UTC","150.5","6.5"
"2020-03-13 00:30:00 UTC","151.5","6.9"
"2020-03-13 00:40:00 UTC","157.3","7.0"
"2020-03-13 00:50:00 UTC","154.9","7.0"
"2020-03-13 01:00:00 UTC","158.3","7.0"
"2020-03-13 01:10:00 UTC","158.6","7.2"
"2020-03-13 01:20:00 UTC","163.5","7.4"
"2020-03-13 01:30:00 UTC","170.9","6.8"
"2020-03-13 01:40:00 UTC","167.0","6.2"
"2020-03-13 01:50:00 UTC","165.6","5.9"
"2020-03-13 02:00:00 UTC","169.6","5.5"
"2020-03-13 02:10:00 UTC","164.8","6.3"
"2020-03-13 02:20:00 UTC","163.8","6.0"
"2020-03-13 02:30:00 UTC","161.6","6.4"
"2020-03-13 02:40:00 UTC","158.3","7.0"
"2020-03-13 02:50:00 UTC","160.8","7.1"
"2020-03-13 03:00:00 UTC","154.1","7.1"
"2020-03-13 03:10:00 UTC","155.9","7.1"
"2020-03-13 03:20:00 UTC","162.9","6.8"
"2020-03-13 03:30:00 UTC","154.6","7.5"
"2020-03-13 03:40:00 UTC","163.5","7.4"
"2020-03-13 03:50:00 UTC","161.7","7.5"
"2020-03-13 04:00:00 UTC","159.1","7.3"
"2020-03-13 04:10:00 UTC","157.3","7.6"
"2020-03-13 04:20:00 UTC","166.6","6.9"
"2020-03-13 04:30:00 UTC","167.2","6.7"
"2020-03-13 04:40:00 UTC","162.3","7.1"
"2020-03-13 04:50:00 UTC","162.3","6.3"
"2020-03-13 05:00:00 UTC","159.0","6.8"
"2020-03-13 05:10:00 UTC","153.7","7.5"
"2020-03-13 05:20:00 UTC","154.2","7.4"
"2020-03-13 05:30:00 UTC","150.5","7.6"
"2020-03-13 05:40:00 UTC","153.7","8.0"
"2020-03-13 05:50:00 UTC","148.6","8.3"
"2020-03-13 06:00:00 UTC","151.0","7.5"
"2020-03-13 06:10:00 UTC","160.0","6.3"
"2020-03-13 06:20:00 UTC","162.0","5.9"
"2020-03-13 06:30:00 UTC","152.3","6.8"
"2020-03-13 06:40:00 UTC","153.7","8.1"
"2020-03-13 06:50:00 UTC","153.7","7.3"
"2020-03-13 07:00:00 UTC","158.3","7.1"
"2020-03-13 07:10:00 UTC","155.9","8.1"
"2020-03-13 07:20:00 UTC","145.9","8.5"
"2020-03-13 07:30:00 UTC","144.2","8.5"
"2020-03-13 07:40:00 UTC","145.2","8.5"
"2020-03-13 07:50:00 UTC","149.2","8.2"
"2020-03-13 08:00:00 UTC","145.3","8.0"
"2020-03-13 08:10:00 UTC","146.6","8.0"
"2020-03-13 08:20:00 UTC","143.0","7.8"
"2020-03-13 08:30:00 UTC","139.6","7.7"
"2020-03-13 08:40:00 UTC","141.4","8.6"
"2020-03-13 08:50:00 UTC","144.1","8.6"
"2020-03-13 09:00:00 UTC","145.8","8.1"
"2020-03-13 09:10:00 UTC","145.4","8.4"
"2020-03-13 09:20:00 UTC","144.7","8.6"
"2020-03-13 09:30:00 UTC","142.0","8.4"
"2020-03-13 09:40:00 UTC","142.6","8.7"
"2020-03-13 09:50:00 UTC","141.5","8.6"
"2020-03-13 10:00:00 UTC","142.3","8.8"
"2020-03-13 10:10:00 UTC","143.0","9.0"
"2020-03-13 10:20:00 UTC","145.1","9.2"
"2020-03-13 10:30:00 UTC","147.1","9.7"
"2020-03-13 10:40:00 UTC","151.1","9.2"
"2020-03-13 10:50:00 UTC","154.0","9.1"
"2020-03-13 11:00:00 UTC","156.5","8.8"
"2020-03-13 11:10:00 UTC","156.0","9.5"
"2020-03-13 11:20:00 UTC","158.2","9.8"
"2020-03-13 11:30:00 UTC","156.1","10.8"
"2020-03-13 11:40:00 UTC","155.0","11.2"
"2020-03-13 11:50:00 UTC","156.0","11.0"
"2020-03-13 12:00:00 UTC","156.5","10.9"
"2020-03-13 12:10:00 UTC","157.2","10.9"
"2020-03-13 12:20:00 UTC","155.6","11.5"
"2020-03-13 12:30:00 UTC","156.6","11.7"
"2020-03-13 12:40:00 UTC","159.6","11.4"
"2020-03-13 12:50:00 UTC","158.5","12.0"
"2020-03-13 13:00:00 UTC","163.7","12.4"
"2020-03-13 13:10:00 UTC","164.0","10.9"
"2020-03-13 13:20:00 UTC","161.9","11.2"
"2020-03-13 13:30:00 UTC","164.5","10.2"
"2020-03-13 13:40:00 UTC","166.5","10.5"
"2020-03-13 13:50:00 UTC","162.8","9.8"
"2020-03-13 14:00:00 UTC","165.3","9.0"
"2020-03-13 14:10:00 UTC","169.3","10.2"
"2020-03-13 14:20:00 UTC","166.6","10.6"
"2020-03-13 14:30:00 UTC","175.3","10.1"
"2020-03-13 14:40:00 UTC","176.6","9.9"
"2020-03-13 14:50:00 UTC","175.5","10.5"
"2020-03-13 15:00:00 UTC","175.3","11.1"
"2020-03-13 15:10:00 UTC","173.4","10.5"
"2020-03-13 15:20:00 UTC","175.1","9.7"
"2020-03-13 15:30:00 UTC","177.7","10.0"
"2020-03-13 15:40:00 UTC","187.8","9.0"
"2020-03-13 15:50:00 UTC","191.5","8.7"
"2020-03-13 16:00:00 UTC","183.1","9.5"
"2020-03-13 16:10:00 UTC","182.6","9.4"
"2020-03-13 16:20:00 UTC","182.5","9.8"
"2020-03-13 16:30:00 UTC","184.4","10.1"
"2020-03-13 16:40:00 UTC","182.2","10.7"
"2020-03-13 16:50:00 UTC","185.2","10.6"
"2020-03-13 17:00:00 UTC","183.1","12.0"
"2020-03-13 17:10:00 UTC","184.4","12.0"
"2020-03-13 17:20:00 UTC","184.5","11.9"
"2020-03-13 17:30:00 UTC","187.7","10.4"
"2020-03-13 17:40:00 UTC","186.5","11.5"
"2020-03-13 17:50:00 UTC","183.8","11.4"
"2020-03-13 18:00:00 UTC","186.9","10.8"
"2020-03-13 18:10:00 UTC","186.9","10.0"
"2020-03-13 18:20:00 UTC","187.8","10.4"
"2020-03-13 18:30:00 UTC","183.2","10.5"
"2020-03-13 18:40:00 UTC","186.3","10.1"
"2020-03-13 18:50:00 UTC","187.9","10.0"
"2020-03-13 19:00:00 UTC","192.9","9.9"
"2020-03-13 19:10:00 UTC","189.9","9.9"
"2020-03-13 19:20:00 UTC","195.7","9.5"
"2020-03-13 19:30:00 UTC","200.2","8.6"
"2020-03-13 19:40:00 UTC","204.5","7.1"
"2020-03-13 19:50:00 UTC","229.9","6.9"
"2020-03-13 20:00:00 UTC","237.2","7.5"
"2020-03-13 20:10:00 UTC","239.6","6.7"
"2020-03-13 20:20:00 UTC","238.0","6.5"
"2020-03-13 20:30:00 UTC","240.1","6.4"
"2020-03-13 20:40:00 UTC","243.4","5.9"
"2020-03-13 20:50:00 UTC","241.6","6.2"
"2020-03-13 21:00:00 UTC","236.7","6.2"
"2020-03-13 21:10:00 UTC","235.3","5.5"
"2020-03-13 21:20:00 UTC","229.7","5.6"
"2020-03-13 21:30:00 UTC","232.6","5.1"
"2020-03-13 21:40:00 UTC","289.8","6.6"
"2020-03-13 21:50:00 UTC","322.5","10.9"
"2020-03-13 22:00:00 UTC","322.0","8.8"
"2020-03-13 22:10:00 UTC","314.8","6.3"
"2020-03-13 22:20:00 UTC","311.3","8.8"
"2020-03-13 22:30:00 UTC","316.5","8.1"
"2020-03-13 22:40:00 UTC","315.4","8.7"
"2020-03-13 22:50:00 UTC","311.7","8.9"
"2020-03-13 23:00:00 UTC","316.1","9.2"
"2020-03-13 23:10:00 UTC","316.9","9.2"
"2020-03-13 23:20:00 UTC","311.8","12.0"
"2020-03-13 23:30:00 UTC","310.9","9.8"
"2020-03-13 23:40:00 UTC","313.8","8.4"
"2020-03-13 23:50:00 UTC","314.1","7.0"
"2020-03-14 00:00:00 UTC","320.8","9.8"
"2020-03-14 00:10:00 UTC","321.2","9.6"
"2020-03-14 00:20:00 UTC","318.9","10.2"
"2020-03-14 00:30:00 UTC","321.1","10.1"
"2020-03-14 00:40:00 UTC","330.1","7.8"
"2020-03-14 00:50:00 UTC","336.1","9.8"
"2020-03-14 01:00:00 UTC","330.0","8.4"
"2020-03-14 01:10:00 UTC","328.6","8.6"
"2020-03-14 01:20:00 UTC","329.9","8.8"
"2020-03-14 01:30:00 UTC","329.7","8.7"
"2020-03-14 01:40:00 UTC","331.9","7.7"
"2020-03-14 01:50:00 UTC","335.1","8.3"
"2020-03-14 02:00:00 UTC","331.6","8.0"
"2020-03-14 02:10:00 UTC","319.6","7.8"
"2020-03-14 02:20:00 UTC","320.8","8.5"
"2020-03-14 02:30:00 UTC","327.1","8.3"
"2020-03-14 02:40:00 UTC","327.9","9.2"
"2020-03-14 02:50:00 UTC","320.2","8.3"
"2020-03-14 03:00:00 UTC","317.9","7.2"
"2020-03-14 03:10:00 UTC","316.0","7.1"
"2020-03-14 03:20:00 UTC","308.1","6.8"
"2020-03-14 03:30:00 UTC","300.0","6.9"
"2020-03-14 03:40:00 UTC","304.3","8.4"
"2020-03-14 03:50:00 UTC","299.0","6.5"
"2020-03-14 04:00:00 UTC","293.9","7.4"
"2020-03-14 04:10:00 UTC","294.5","8.1"
"2020-03-14 04:20:00 UTC","292.1","8.8"
"2020-03-14 04:30:00 UTC","289.5","8.6"
"2020-03-14 04:40:00 UTC","287.9","8.9"
"2020-03-14 04:50:00 UTC","287.8","8.3"
"2020-03-14 05:00:00 UTC","284.1","8.8"
"2020-03-14 05:10:00 UTC","285.6","9.0"
"2020-03-14 05:20:00 UTC","285.8","9.6"
"2020-03-14 05:30:00 UTC","284.6","9.4"
"2020-03-14 05:40:00 UTC","285.3","9.8"
"2020-03-14 05:50:00 UTC","282.6","9.9"
"2020-03-14 06:00:00 UTC","283.6","10.5"
"2020-03-14 06:10:00 UTC","278.7","8.6"
"2020-03-14 06:20:00 UTC","281.9","9.5"
"2020-03-14 06:30:00 UTC","286.5","9.6"
"2020-03-14 06:40:00 UTC","281.8","8.3"
"2020-03-14 06:50:00 UTC","284.7","8.3"
"2020-03-14 07:00:00 UTC","283.2","9.3"
"2020-03-14 07:10:00 UTC","285.2","9.0"
"2020-03-14 07:20:00 UTC","285.8","9.8"
"2020-03-14 07:30:00 UTC","284.8","9.9"
"2020-03-14 07:40:00 UTC","281.8","8.5"
"2020-03-14 07:50:00 UTC","281.6","8.7"
"2020-03-14 08:00:00 UTC","284.5","9.1"
